Id,Age,Trabajo,Estado Civil,Educación,Saldo Bancario,Prestamo vivienda,Prestamo auto,Comunicación,Fecha Ultimo contacto,N de contactos,Dias transcurridos,Intentos previos,Resultado,Llamada comenzada2,Llamada terminada2,Seguro contratado,Orden_Comunicación
3119,38,"Independiente","Soltero","Terciaria",5774,"SI","NO","celular","2021-05-15 00:00:00,000",4,359,5,"otro","1899-12-30 16:56:10,000","1899-12-30 17:02:56,000","SI",1
3102,53,"Gerente","Casado","Terciaria",3634,"NO","NO","celular","2021-05-07 00:00:00,000",4,88,8,"exitosa","1899-12-30 10:24:17,000","1899-12-30 10:27:48,000","SI",1
3095,38,"Gerente","Divorciado","Terciaria",4335,"SI","NO","celular","2021-05-18 00:00:00,000",7,179,1,"Fallida","1899-12-30 14:56:42,000","1899-12-30 14:59:19,000","NO",1
3015,38,"Gerente","Soltero","Terciaria",3141,"NO","NO","celular","2021-11-09 00:00:00,000",4,189,2,"exitosa","1899-12-30 12:23:56,000","1899-12-30 12:29:43,000","SI",1
2934,29,"Prestador de Servicios","Soltero","Terciaria",737,"SI","SI","celular","2021-01-30 00:00:00,000",5,248,1,"Fallida","1899-12-30 14:50:12,000","1899-12-30 14:58:31,000","NO",1
2856,52,"Tecnico","Casado","Terciaria",2557,"NO","NO","celular","2021-01-28 00:00:00,000",5,204,2,"exitosa","1899-12-30 09:29:21,000","1899-12-30 09:31:35,000","SI",1
2754,59,"Gerente","Casado","Terciaria",2239,"NO","NO","celular","2021-08-20 00:00:00,000",6,90,1,"exitosa","1899-12-30 10:53:52,000","1899-12-30 11:00:09,000","SI",1
2652,37,"Gerente","Casado","Terciaria",0,"SI","NO","celular","2021-04-23 00:00:00,000",5,153,7,"Fallida","1899-12-30 12:34:51,000","1899-12-30 12:38:53,000","SI",1
3067,55,"Ama de casa","Divorciado","Terciaria",1241,"NO","NO","celular","2021-11-21 00:00:00,000",7,154,5,"Fallida","1899-12-30 17:17:32,000","1899-12-30 17:18:20,000","NO",1
4616,46,"Gerente","Casado","NA",2466,"NO","NO","telefono","2021-04-01 00:00:00,000",3,370,1,"Fallida","1899-12-30 13:46:15,000","1899-12-30 13:49:51,000","NA",2
3123,67,"Retirado","Casado","NA",2540,"NO","NO","telefono","2021-09-14 00:00:00,000",3,92,9,"exitosa","1899-12-30 12:34:37,000","1899-12-30 12:39:16,000","SI",2
4311,51,"Trabajador obrero","Casado","Primaria",3764,"NO","NO","telefono","2021-03-09 00:00:00,000",3,181,6,"exitosa","1899-12-30 16:37:03,000","1899-12-30 16:44:33,000","NA",2
2379,57,"Retirado","Divorciado","Primaria",698,"NO","NO","telefono","2021-12-09 00:00:00,000",3,191,2,"Fallida","1899-12-30 17:26:53,000","1899-12-30 17:29:08,000","NO",2
17,34,"Administrador","Soltero","Secuandaria",69,"SI","NO","telefono","2021-05-06 00:00:00,000",3,362,4,"otro","1899-12-30 11:48:45,000","1899-12-30 11:50:17,000","NO",2
22,80,"Retirado","Casado","Secuandaria",8304,"NO","NO","telefono","2021-09-08 00:00:00,000",3,91,13,"exitosa","1899-12-30 17:37:41,000","1899-12-30 17:47:47,000","SI",2
31,54,"Tecnico","Casado","Secuandaria",0,"NO","NO","telefono","2021-04-30 00:00:00,000",3,84,3,"exitosa","1899-12-30 11:49:24,000","1899-12-30 12:02:10,000","SI",2
2201,47,"Tecnico","Casado","Secuandaria",826,"SI","NO","telefono","2021-11-18 00:00:00,000",3,112,8,"otro","1899-12-30 13:22:24,000","1899-12-30 13:25:39,000","NO",2
3548,28,"Administrador","Soltero","Terciaria",832,"NO","NO","telefono","2021-03-29 00:00:00,000",3,342,1,"Fallida","1899-12-30 14:12:52,000","1899-12-30 14:20:05,000","SI",2
2192,27,"Estudiante","Soltero","Terciaria",311,"NO","NO","telefono","2021-03-02 00:00:00,000",3,322,1,"otro","1899-12-30 13:15:03,000","1899-12-30 13:18:10,000","SI",2
1840,31,"Gerente","Soltero","Terciaria",1761,"SI","NO","telefono","2021-07-29 00:00:00,000",3,440,3,"Fallida","1899-12-30 10:23:17,000","1899-12-30 10:28:49,000","SI",2
1491,41,"Independiente","Casado","Terciaria",0,"SI","NO","telefono","2021-04-29 00:00:00,000",3,426,1,"otro","1899-12-30 13:53:13,000","1899-12-30 13:59:48,000","SI",2
147,47,"Gerente","Soltero","Terciaria",159,"NO","NO","telefono","2021-10-29 00:00:00,000",3,155,3,"otro","1899-12-30 16:29:33,000","1899-12-30 16:33:13,000","SI",2
3601,61,"Administrador","Casado","NA",4629,"SI","NO","celular","2021-07-29 00:00:00,000",3,183,2,"exitosa","1899-12-30 15:26:02,000","1899-12-30 15:31:51,000","SI",1
1895,20,"Estudiante","Soltero","NA",829,"NO","NO","celular","2021-01-27 00:00:00,000",3,202,2,"exitosa","1899-12-30 10:16:26,000","1899-12-30 10:19:42,000","SI",1
3785,28,"Estudiante","Soltero","NA",78,"NO","NO","celular","2021-12-04 00:00:00,000",3,310,2,"Fallida","1899-12-30 12:15:34,000","1899-12-30 12:19:26,000","SI",1
4039,46,"Trabajador obrero","Casado","NA",336,"SI","NO","celular","2021-08-14 00:00:00,000",3,457,1,"otro","1899-12-30 12:19:25,000","1899-12-30 12:23:45,000","NA",1
4498,55,"Tecnico","Casado","NA",240,"SI","NO","celular","2021-08-02 00:00:00,000",3,277,1,"exitosa","1899-12-30 17:31:56,000","1899-12-30 17:33:44,000","NA",1
4249,46,"Estudiante","Soltero","NA",1527,"NO","NO","celular","2021-09-08 00:00:00,000",3,184,1,"exitosa","1899-12-30 12:14:17,000","1899-12-30 12:20:15,000","NA",1
3272,30,"Tecnico","Soltero","NA",878,"SI","NO","celular","2021-05-15 00:00:00,000",3,298,3,"otro","1899-12-30 10:46:31,000","1899-12-30 10:49:24,000","NO",1
1108,50,"Trabajador obrero","Casado","Primaria",12519,"SI","NO","celular","2021-11-21 00:00:00,000",3,34,1,"Fallida","1899-12-30 17:02:43,000","1899-12-30 17:12:58,000","SI",1
1077,37,"Gerente","Casado","Primaria",1506,"NO","NO","celular","2021-11-02 00:00:00,000",3,80,3,"exitosa","1899-12-30 12:00:08,000","1899-12-30 12:01:49,000","NO",1
1526,47,"Trabajador obrero","Soltero","Primaria",10558,"SI","NO","celular","2021-05-13 00:00:00,000",3,174,2,"otro","1899-12-30 09:03:55,000","1899-12-30 09:05:16,000","NO",1
2220,38,"Trabajador obrero","Casado","Primaria",1630,"SI","NO","celular","2021-06-17 00:00:00,000",3,94,19,"otro","1899-12-30 10:17:37,000","1899-12-30 10:19:18,000","NO",1
2135,29,"Trabajador obrero","Casado","Primaria",459,"SI","SI","celular","2021-04-17 00:00:00,000",3,318,1,"Fallida","1899-12-30 15:40:12,000","1899-12-30 15:43:34,000","NO",1
2030,79,"Retirado","Casado","Primaria",3025,"NO","NO","celular","2021-12-11 00:00:00,000",3,126,3,"otro","1899-12-30 09:24:34,000","1899-12-30 09:27:20,000","SI",1
477,40,"Trabajador obrero","Casado","Primaria",830,"SI","NO","celular","2021-05-13 00:00:00,000",3,370,2,"Fallida","1899-12-30 15:43:33,000","1899-12-30 15:58:06,000","SI",1
1715,32,"Trabajador obrero","Casado","Primaria",1644,"NO","NO","celular","2021-09-07 00:00:00,000",3,102,5,"otro","1899-12-30 09:24:06,000","1899-12-30 09:32:18,000","SI",1
2416,37,"Trabajador obrero","Casado","Primaria",2120,"SI","NO","celular","2021-05-15 00:00:00,000",3,175,4,"Fallida","1899-12-30 16:47:19,000","1899-12-30 16:58:14,000","SI",1
3640,53,"Trabajador obrero","Divorciado","Primaria",-1,"SI","NO","celular","2021-02-02 00:00:00,000",3,5,1,"otro","1899-12-30 09:05:16,000","1899-12-30 09:07:34,000","NO",1
4623,72,"Retirado","Casado","Primaria",4657,"NO","NO","celular","2021-12-22 00:00:00,000",3,309,5,"exitosa","1899-12-30 16:30:12,000","1899-12-30 16:35:17,000","NA",1
1744,66,"Retirado","Casado","Secuandaria",3409,"NO","NO","celular","2021-10-19 00:00:00,000",3,160,3,"Fallida","1899-12-30 14:44:23,000","1899-12-30 14:46:36,000","NO",1
1745,42,"Desempleado","Casado","Secuandaria",1289,"NO","NO","celular","2021-10-15 00:00:00,000",3,92,6,"exitosa","1899-12-30 15:47:24,000","1899-12-30 16:07:00,000","SI",1
1757,35,"Administrador","Casado","Secuandaria",1286,"SI","NO","celular","2021-05-05 00:00:00,000",3,337,1,"otro","1899-12-30 15:05:16,000","1899-12-30 15:19:38,000","SI",1
1769,37,"Independiente","Divorciado","Secuandaria",1082,"NO","NO","celular","2021-02-02 00:00:00,000",3,5,5,"otro","1899-12-30 16:27:08,000","1899-12-30 16:29:15,000","NO",1
1812,60,"Desempleado","Casado","Secuandaria",1047,"NO","NO","celular","2021-05-27 00:00:00,000",3,279,4,"exitosa","1899-12-30 10:30:41,000","1899-12-30 10:33:34,000","SI",1
1917,37,"Tecnico","Casado","Secuandaria",-254,"SI","SI","celular","2021-02-06 00:00:00,000",3,254,2,"Fallida","1899-12-30 13:47:43,000","1899-12-30 13:49:44,000","NO",1
1998,39,"Tecnico","Casado","Secuandaria",6,"SI","NO","celular","2021-05-18 00:00:00,000",3,357,4,"Fallida","1899-12-30 15:27:00,000","1899-12-30 15:29:02,000","NO",1
2259,33,"Trabajador obrero","Soltero","Secuandaria",476,"SI","SI","celular","2021-04-17 00:00:00,000",3,333,2,"Fallida","1899-12-30 17:42:50,000","1899-12-30 17:51:54,000","NO",1
2271,39,"Administrador","Casado","Secuandaria",-982,"SI","SI","celular","2021-11-19 00:00:00,000",3,117,2,"otro","1899-12-30 16:52:47,000","1899-12-30 16:57:34,000","NO",1
2298,34,"Gerente","Casado","Secuandaria",369,"NO","NO","celular","2021-08-02 00:00:00,000",3,342,4,"Fallida","1899-12-30 16:08:44,000","1899-12-30 16:23:12,000","SI",1
1580,49,"Ama de casa","Casado","Secuandaria",3570,"NO","NO","celular","2021-12-24 00:00:00,000",3,202,2,"Fallida","1899-12-30 10:08:17,000","1899-12-30 10:09:19,000","NO",1
2306,73,"Retirado","Soltero","Secuandaria",1050,"NO","NO","celular","2021-03-04 00:00:00,000",3,181,2,"Fallida","1899-12-30 14:40:35,000","1899-12-30 14:49:57,000","SI",1
2387,38,"Independiente","Casado","Secuandaria",1029,"SI","NO","celular","2021-02-04 00:00:00,000",3,223,1,"otro","1899-12-30 11:42:28,000","1899-12-30 11:45:54,000","NO",1
2420,40,"Administrador","Soltero","Secuandaria",985,"SI","NO","celular","2021-06-04 00:00:00,000",3,50,8,"Fallida","1899-12-30 12:14:55,000","1899-12-30 12:24:47,000","SI",1
2523,56,"Desempleado","Casado","Secuandaria",12,"NO","NO","celular","2021-10-12 00:00:00,000",3,187,1,"Fallida","1899-12-30 16:18:47,000","1899-12-30 16:27:18,000","SI",1
2697,38,"Administrador","Divorciado","Secuandaria",19,"SI","NO","celular","2021-02-05 00:00:00,000",3,251,2,"exitosa","1899-12-30 10:23:22,000","1899-12-30 10:42:12,000","SI",1
2726,35,"Estudiante","Soltero","Secuandaria",188,"SI","NO","celular","2021-02-16 00:00:00,000",3,200,5,"Fallida","1899-12-30 16:02:26,000","1899-12-30 16:03:41,000","SI",1
2729,36,"Tecnico","Divorciado","Secuandaria",556,"SI","NO","celular","2021-11-18 00:00:00,000",3,189,1,"Fallida","1899-12-30 13:48:36,000","1899-12-30 13:51:10,000","NO",1
2857,38,"Tecnico","Casado","Secuandaria",508,"SI","NO","celular","2021-11-18 00:00:00,000",3,175,2,"Fallida","1899-12-30 17:35:52,000","1899-12-30 17:47:54,000","NO",1
3111,29,"Trabajador obrero","Casado","Secuandaria",339,"SI","NO","celular","2021-05-15 00:00:00,000",3,354,2,"Fallida","1899-12-30 10:19:50,000","1899-12-30 10:20:53,000","NO",1
3174,60,"Tecnico","Casado","Secuandaria",10925,"NO","NO","celular","2021-10-23 00:00:00,000",3,185,1,"exitosa","1899-12-30 12:53:14,000","1899-12-30 12:57:44,000","SI",1
3226,34,"Prestador de Servicios","Soltero","Secuandaria",528,"SI","NO","celular","2021-09-02 00:00:00,000",3,100,5,"otro","1899-12-30 15:27:24,000","1899-12-30 15:29:25,000","SI",1
2353,37,"Trabajador obrero","Casado","Secuandaria",426,"SI","NO","celular","2021-05-13 00:00:00,000",3,345,3,"Fallida","1899-12-30 16:45:39,000","1899-12-30 16:51:02,000","NO",1
1489,35,"Tecnico","Soltero","Secuandaria",204,"SI","NO","celular","2021-11-30 00:00:00,000",3,189,1,"exitosa","1899-12-30 10:06:47,000","1899-12-30 10:08:37,000","NO",1
1339,34,"Tecnico","Soltero","Secuandaria",1866,"NO","NO","celular","2021-05-08 00:00:00,000",3,185,1,"Fallida","1899-12-30 13:57:38,000","1899-12-30 13:59:52,000","NO",1
1334,43,"Tecnico","Casado","Secuandaria",308,"SI","NO","celular","2021-02-03 00:00:00,000",3,264,4,"otro","1899-12-30 14:39:03,000","1899-12-30 14:41:20,000","NO",1
89,40,"Administrador","Soltero","Secuandaria",60,"SI","NO","celular","2021-05-15 00:00:00,000",3,352,6,"otro","1899-12-30 16:43:03,000","1899-12-30 16:50:43,000","NO",1
246,46,"Tecnico","Casado","Secuandaria",6993,"SI","NO","celular","2021-04-17 00:00:00,000",3,148,1,"exitosa","1899-12-30 09:30:56,000","1899-12-30 09:36:22,000","NO",1
324,52,"Administrador","Divorciado","Secuandaria",725,"SI","NO","celular","2021-04-20 00:00:00,000",3,325,1,"otro","1899-12-30 17:55:50,000","1899-12-30 17:56:47,000","NO",1
331,27,"Trabajador obrero","Soltero","Secuandaria",535,"NO","NO","celular","2021-08-16 00:00:00,000",3,95,4,"exitosa","1899-12-30 13:21:10,000","1899-12-30 13:25:35,000","SI",1
408,45,"Prestador de Servicios","Divorciado","Secuandaria",608,"SI","SI","celular","2021-05-07 00:00:00,000",3,323,30,"Fallida","1899-12-30 12:15:33,000","1899-12-30 12:34:28,000","SI",1
467,48,"Tecnico","Casado","Secuandaria",1981,"SI","NO","celular","2021-03-16 00:00:00,000",3,238,2,"exitosa","1899-12-30 09:44:12,000","1899-12-30 09:49:03,000","NO",1
500,31,"Tecnico","Soltero","Secuandaria",846,"NO","NO","celular","2021-05-26 00:00:00,000",3,205,2,"Fallida","1899-12-30 12:23:41,000","1899-12-30 12:30:26,000","SI",1
504,38,"Prestador de Servicios","Casado","Secuandaria",775,"NO","NO","celular","2021-02-12 00:00:00,000",3,182,2,"exitosa","1899-12-30 12:46:03,000","1899-12-30 13:16:38,000","SI",1
613,31,"Desempleado","Casado","Secuandaria",314,"SI","NO","celular","2021-11-20 00:00:00,000",3,178,7,"Fallida","1899-12-30 14:21:17,000","1899-12-30 14:43:38,000","SI",1
659,47,"Tecnico","Casado","Secuandaria",1167,"SI","NO","celular","2021-02-02 00:00:00,000",3,73,2,"exitosa","1899-12-30 11:15:23,000","1899-12-30 11:17:42,000","NO",1
807,35,"Tecnico","Soltero","Secuandaria",1183,"SI","NO","celular","2021-11-21 00:00:00,000",3,185,2,"Fallida","1899-12-30 16:00:50,000","1899-12-30 16:01:11,000","NO",1
822,34,"Trabajador obrero","Soltero","Secuandaria",-317,"SI","NO","celular","2021-04-17 00:00:00,000",3,346,1,"otro","1899-12-30 13:13:13,000","1899-12-30 13:21:51,000","NO",1
953,43,"Trabajador obrero","Casado","Secuandaria",1109,"SI","NO","celular","2021-02-02 00:00:00,000",3,264,2,"Fallida","1899-12-30 12:24:59,000","1899-12-30 12:26:54,000","NO",1
961,57,"Tecnico","Divorciado","Secuandaria",77,"SI","SI","celular","2021-01-29 00:00:00,000",3,246,2,"Fallida","1899-12-30 12:14:41,000","1899-12-30 12:17:29,000","NO",1
1010,30,"Administrador","Soltero","Secuandaria",315,"SI","NO","celular","2021-05-14 00:00:00,000",3,346,4,"Fallida","1899-12-30 12:12:30,000","1899-12-30 12:27:14,000","SI",1
1025,23,"Estudiante","Soltero","Secuandaria",431,"NO","NO","celular","2021-02-15 00:00:00,000",3,186,2,"exitosa","1899-12-30 13:52:17,000","1899-12-30 13:55:38,000","SI",1
1076,29,"Tecnico","Soltero","Secuandaria",-219,"SI","NO","celular","2021-05-15 00:00:00,000",3,368,2,"Fallida","1899-12-30 12:43:00,000","1899-12-30 12:44:25,000","NO",1
1164,32,"Trabajador obrero","Casado","Secuandaria",897,"SI","NO","celular","2021-04-07 00:00:00,000",3,322,2,"Fallida","1899-12-30 17:34:14,000","1899-12-30 17:39:07,000","NO",1
3274,29,"Estudiante","Soltero","Secuandaria",459,"NO","NO","celular","2021-12-15 00:00:00,000",3,189,19,"otro","1899-12-30 14:42:47,000","1899-12-30 14:47:26,000","SI",1
3275,34,"Tecnico","Soltero","Secuandaria",2085,"NO","NO","celular","2021-08-10 00:00:00,000",3,182,2,"exitosa","1899-12-30 13:26:03,000","1899-12-30 13:31:59,000","SI",1
3334,34,"Trabajador obrero","Soltero","Secuandaria",550,"SI","NO","celular","2021-04-20 00:00:00,000",3,346,1,"Fallida","1899-12-30 14:15:17,000","1899-12-30 14:16:47,000","NO",1
3376,26,"Desempleado","Soltero","Secuandaria",632,"NO","NO","celular","2021-08-12 00:00:00,000",3,181,1,"exitosa","1899-12-30 09:46:56,000","1899-12-30 09:52:08,000","SI",1
3513,25,"Estudiante","Soltero","Secuandaria",486,"NO","NO","celular","2021-09-13 00:00:00,000",3,199,4,"Fallida","1899-12-30 13:33:03,000","1899-12-30 13:37:36,000","SI",1
3556,38,"Trabajador obrero","Casado","Secuandaria",1165,"SI","NO","celular","2021-08-13 00:00:00,000",3,94,10,"Fallida","1899-12-30 12:48:09,000","1899-12-30 13:01:13,000","SI",1
3644,34,"Tecnico","Soltero","Secuandaria",513,"SI","NO","celular","2021-05-05 00:00:00,000",3,169,5,"otro","1899-12-30 16:18:55,000","1899-12-30 16:21:40,000","NO",1
3650,45,"Desempleado","Casado","Secuandaria",-407,"SI","NO","celular","2021-05-15 00:00:00,000",3,371,2,"Fallida","1899-12-30 13:07:01,000","1899-12-30 13:12:21,000","NO",1
3742,35,"Desempleado","Casado","Secuandaria",978,"NO","NO","celular","2021-12-29 00:00:00,000",3,209,3,"exitosa","1899-12-30 12:04:17,000","1899-12-30 12:27:07,000","SI",1
3757,42,"Trabajador obrero","Soltero","Secuandaria",1080,"SI","SI","celular","2021-05-13 00:00:00,000",3,370,4,"Fallida","1899-12-30 15:10:08,000","1899-12-30 15:25:59,000","SI",1
3802,34,"Tecnico","Soltero","Secuandaria",1279,"SI","NO","celular","2021-10-21 00:00:00,000",3,91,10,"exitosa","1899-12-30 13:10:33,000","1899-12-30 13:16:12,000","SI",1
4052,37,"Administrador","Divorciado","Secuandaria",295,"SI","SI","celular","2021-05-11 00:00:00,000",3,265,2,"Fallida","1899-12-30 11:59:50,000","1899-12-30 12:03:12,000","NA",1
4085,28,"Administrador","Soltero","Secuandaria",261,"SI","SI","celular","2021-01-29 00:00:00,000",3,142,6,"exitosa","1899-12-30 15:03:02,000","1899-12-30 15:07:16,000","NA",1
4124,30,"Administrador","Soltero","Secuandaria",914,"SI","NO","celular","2021-10-28 00:00:00,000",3,272,1,"Fallida","1899-12-30 14:26:35,000","1899-12-30 14:35:19,000","NA",1
4199,33,"Trabajador obrero","Casado","Secuandaria",-208,"SI","SI","celular","2021-05-04 00:00:00,000",3,360,1,"Fallida","1899-12-30 09:17:46,000","1899-12-30 09:22:52,000","NA",1
4385,34,"Tecnico","Casado","Secuandaria",806,"NO","NO","celular","2021-07-19 00:00:00,000",3,458,1,"exitosa","1899-12-30 11:47:30,000","1899-12-30 11:51:43,000","NA",1
4400,39,"Prestador de Servicios","Soltero","Secuandaria",1163,"SI","NO","celular","2021-05-07 00:00:00,000",3,363,2,"otro","1899-12-30 16:14:34,000","1899-12-30 16:21:46,000","NA",1
4424,26,"Trabajador obrero","Soltero","Secuandaria",2007,"NO","NO","celular","2021-07-13 00:00:00,000",3,182,2,"exitosa","1899-12-30 09:53:44,000","1899-12-30 09:58:16,000","NA",1
4506,32,"Trabajador obrero","Casado","Secuandaria",335,"SI","NO","celular","2021-05-13 00:00:00,000",3,370,1,"Fallida","1899-12-30 09:42:27,000","1899-12-30 09:46:27,000","NA",1
4565,38,"Ama de casa","Divorciado","Secuandaria",70,"NO","NO","celular","2021-10-27 00:00:00,000",3,148,1,"exitosa","1899-12-30 17:59:32,000","1899-12-30 18:03:47,000","NA",1
4585,30,"Trabajador obrero","Soltero","Secuandaria",348,"SI","NO","celular","2021-05-14 00:00:00,000",3,358,1,"otro","1899-12-30 14:03:26,000","1899-12-30 14:03:40,000","NA",1
4674,52,"Tecnico","Casado","Secuandaria",117,"NO","NO","celular","2021-02-26 00:00:00,000",3,186,6,"exitosa","1899-12-30 11:33:42,000","1899-12-30 11:49:41,000","NA",1
4706,25,"Trabajador obrero","Soltero","Secuandaria",51,"SI","NO","celular","2021-05-06 00:00:00,000",3,356,4,"otro","1899-12-30 16:04:37,000","1899-12-30 16:05:47,000","NA",1
4773,32,"Administrador","Casado","Secuandaria",3052,"SI","SI","celular","2021-04-20 00:00:00,000",3,151,4,"Fallida","1899-12-30 10:07:04,000","1899-12-30 10:11:17,000","NA",1
4835,46,"Trabajador obrero","Casado","Secuandaria",1723,"NO","NO","celular","2021-04-26 00:00:00,000",3,192,4,"otro","1899-12-30 13:34:45,000","1899-12-30 13:36:27,000","NA",1
4936,59,"Emprendedor","Casado","Secuandaria",496,"NO","NO","celular","2021-10-22 00:00:00,000",3,183,1,"exitosa","1899-12-30 10:59:43,000","1899-12-30 11:12:01,000","NA",1
4993,45,"Administrador","Casado","Secuandaria",-106,"SI","SI","celular","2021-05-07 00:00:00,000",3,288,1,"otro","1899-12-30 14:35:31,000","1899-12-30 14:44:44,000","NA",1
3761,53,"Gerente","Casado","Terciaria",1624,"NO","NO","celular","2021-11-11 00:00:00,000",3,97,7,"exitosa","1899-12-30 17:35:30,000","1899-12-30 17:38:16,000","SI",1
3962,45,"Gerente","Casado","Terciaria",7154,"SI","NO","celular","2021-11-19 00:00:00,000",3,111,3,"Fallida","1899-12-30 09:54:38,000","1899-12-30 09:56:11,000","NO",1
4096,33,"Gerente","Soltero","Terciaria",1271,"SI","NO","celular","2021-04-15 00:00:00,000",3,330,1,"Fallida","1899-12-30 12:18:43,000","1899-12-30 12:29:19,000","NA",1
4230,41,"Tecnico","Soltero","Terciaria",1646,"SI","NO","celular","2021-08-05 00:00:00,000",3,92,8,"exitosa","1899-12-30 09:12:20,000","1899-12-30 09:15:12,000","NA",1
4411,27,"Estudiante","Soltero","Terciaria",118,"NO","NO","celular","2021-08-31 00:00:00,000",3,98,1,"Fallida","1899-12-30 16:28:25,000","1899-12-30 16:31:05,000","NA",1
4519,57,"Gerente","Casado","Terciaria",10583,"NO","NO","celular","2021-09-28 00:00:00,000",3,98,3,"exitosa","1899-12-30 15:43:54,000","1899-12-30 15:49:35,000","NA",1
3714,49,"Gerente","Casado","Terciaria",5887,"NO","NO","celular","2021-06-02 00:00:00,000",3,293,2,"Fallida","1899-12-30 15:49:14,000","1899-12-30 15:52:15,000","SI",1
3673,35,"Tecnico","Casado","Terciaria",7050,"NO","NO","celular","2021-08-11 00:00:00,000",3,182,4,"exitosa","1899-12-30 10:49:28,000","1899-12-30 10:53:10,000","SI",1
2324,35,"Gerente","Soltero","Terciaria",538,"NO","NO","celular","2021-12-22 00:00:00,000",3,165,2,"otro","1899-12-30 13:08:19,000","1899-12-30 13:15:09,000","SI",1
2266,31,"Gerente","Casado","Terciaria",10884,"NO","NO","celular","2021-08-10 00:00:00,000",3,98,2,"exitosa","1899-12-30 10:37:50,000","1899-12-30 10:42:44,000","SI",1
3441,39,"Gerente","Soltero","Terciaria",2454,"SI","NO","celular","2021-05-04 00:00:00,000",3,263,2,"Fallida","1899-12-30 13:27:51,000","1899-12-30 13:39:47,000","SI",1
3286,44,"Independiente","Soltero","Terciaria",1367,"SI","NO","celular","2021-04-13 00:00:00,000",3,146,1,"otro","1899-12-30 15:28:20,000","1899-12-30 15:48:52,000","SI",1
3151,25,"Administrador","Soltero","Terciaria",760,"SI","NO","celular","2021-05-27 00:00:00,000",3,89,2,"Fallida","1899-12-30 09:13:43,000","1899-12-30 09:17:26,000","SI",1
2787,42,"Gerente","Casado","Terciaria",372,"SI","NO","celular","2021-08-04 00:00:00,000",3,1,2,"exitosa","1899-12-30 09:13:02,000","1899-12-30 09:15:35,000","SI",1
2521,36,"Administrador","Soltero","Terciaria",5007,"SI","NO","celular","2021-10-08 00:00:00,000",3,331,4,"Fallida","1899-12-30 15:47:50,000","1899-12-30 15:50:05,000","NO",1
3137,38,"Gerente","Casado","Terciaria",1477,"NO","NO","celular","2021-09-15 00:00:00,000",3,769,2,"Fallida","1899-12-30 10:59:22,000","1899-12-30 11:05:47,000","SI",1
2071,43,"Tecnico","Casado","Terciaria",2643,"NO","NO","celular","2021-08-12 00:00:00,000",3,100,5,"exitosa","1899-12-30 12:58:47,000","1899-12-30 13:01:55,000","SI",1
2155,30,"Gerente","Soltero","Terciaria",502,"NO","NO","celular","2021-10-11 00:00:00,000",3,95,6,"exitosa","1899-12-30 17:03:38,000","1899-12-30 17:11:21,000","SI",1
1982,27,"Tecnico","Soltero","Terciaria",401,"NO","NO","celular","2021-08-06 00:00:00,000",3,93,2,"exitosa","1899-12-30 10:39:44,000","1899-12-30 10:43:22,000","SI",1
1700,40,"Gerente","Casado","Terciaria",4539,"NO","NO","celular","2021-07-13 00:00:00,000",3,439,1,"Fallida","1899-12-30 09:35:01,000","1899-12-30 09:39:17,000","SI",1
1553,35,"Independiente","Casado","Terciaria",2427,"NO","NO","celular","2021-07-12 00:00:00,000",3,158,7,"otro","1899-12-30 12:36:13,000","1899-12-30 12:39:43,000","SI",1
1361,61,"Gerente","Casado","Terciaria",267,"NO","NO","celular","2021-10-21 00:00:00,000",3,184,1,"exitosa","1899-12-30 09:38:35,000","1899-12-30 09:41:47,000","SI",1
1314,35,"Gerente","Divorciado","Terciaria",2885,"NO","NO","celular","2021-08-13 00:00:00,000",3,43,8,"otro","1899-12-30 16:05:50,000","1899-12-30 16:09:09,000","SI",1
1281,28,"Independiente","Casado","Terciaria",0,"SI","NO","celular","2021-02-04 00:00:00,000",3,196,4,"Fallida","1899-12-30 12:54:06,000","1899-12-30 13:03:12,000","SI",1
1080,36,"Gerente","Casado","Terciaria",495,"NO","NO","celular","2021-08-05 00:00:00,000",3,97,2,"exitosa","1899-12-30 16:37:07,000","1899-12-30 16:39:44,000","SI",1
664,22,"Desempleado","Soltero","Terciaria",993,"NO","NO","celular","2021-07-28 00:00:00,000",3,93,1,"otro","1899-12-30 15:33:01,000","1899-12-30 15:34:56,000","SI",1
660,40,"Tecnico","Casado","Terciaria",1293,"NO","NO","celular","2021-09-16 00:00:00,000",3,105,2,"exitosa","1899-12-30 17:06:05,000","1899-12-30 17:34:27,000","SI",1
288,31,"Estudiante","Soltero","Terciaria",4951,"NO","NO","celular","2021-09-17 00:00:00,000",3,81,3,"Fallida","1899-12-30 16:11:40,000","1899-12-30 16:16:25,000","SI",1
216,32,"Gerente","Soltero","Terciaria",623,"NO","NO","celular","2021-07-06 00:00:00,000",3,194,2,"Fallida","1899-12-30 10:53:19,000","1899-12-30 10:58:54,000","SI",1
164,61,"Independiente","Divorciado","Terciaria",52587,"NO","NO","celular","2021-02-15 00:00:00,000",3,189,1,"exitosa","1899-12-30 16:53:39,000","1899-12-30 17:00:13,000","SI",1
140,52,"Tecnico","Casado","Terciaria",0,"NO","NO","celular","2021-08-09 00:00:00,000",3,94,4,"exitosa","1899-12-30 16:32:21,000","1899-12-30 16:34:46,000","NO",1
